date,code,side,qty,price,pnl,reason,strategy,entry_date,fee,regime_at_entry,replacement_to,replacement_score_delta,replacement_type,replacement_stability_score,holding_days
2018-07-24,US.PEP,SELL,8,89.570981721,35.19,ACTIVE_REPLACEMENT,atr_breakout,2018-06-25,1.4,,US.GOOGL,52.64,OBSERVATION_EVICT,,29
2018-07-26,US.META,SELL,24,172.643922222,-4.14,ATR_TRAIL,atr_breakout,2018-04-26,8.29,,,,,,91
2018-07-27,US.GOOGL,SELL,61,62.093897443,-19.69,ATR_TRAIL,atr_breakout,2018-07-24,7.59,,,,,,3
2018-07-27,US.CTAS,SELL,18,47.206437708,-1.22,ATR_TRAIL,atr_breakout,2018-07-23,1.7,,,,,,4
2018-08-08,US.EQIX,SELL,8,384.161887305,47.4,STRAT_EXIT,atr_breakout,2018-07-05,6.1,,,,,,34
2018-08-09,US.AMGN,SELL,20,152.150979659,-6.18,ATR_TRAIL,atr_breakout,2018-07-09,6.09,,,,,,31
2018-08-10,US.LRCX,SELL,238,15.894882462,-262.13,STOP_LOSS,atr_breakout,2018-07-27,7.82,,,,,,14
2018-08-16,US.CDNS,SELL,145,45.37,759.02,STRAT_EXIT,atr_breakout,2018-04-24,12.39,,,,,,114
2018-08-24,US.ROST,SELL,34,84.930585186,-2.89,ATR_TRAIL,atr_breakout,2018-08-08,5.78,,,,,,16
2018-09-05,US.CCJ,SELL,630,9.42371603,-5.94,ATR_TRAIL,atr_breakout,2018-04-03,11.87,,,,,,155
2018-09-07,US.TEAM,SELL,49,86.11,-4.22,ATR_TRAIL,atr_breakout,2018-08-24,8.44,,,,,,14
2018-09-07,US.XEL,SELL,118,38.215805772,-61.03,STRAT_EXIT,atr_breakout,2018-09-05,9.08,,,,,,2
2018-09-10,US.AVGO,SELL,288,18.769254422,-5.41,ATR_TRAIL,atr_breakout,2018-09-07,10.81,,,,,,3
2018-09-12,US.AVGO,SELL,233,18.455550342149998,-230.62,STOP_LOSS,atr_breakout,2018-09-10,8.83,,,,,,2
2018-09-18,US.OKTA,SELL,60,68.324,-219.86,STOP_LOSS,atr_breakout,2018-09-07,8.41,,,,,,11
2018-09-19,US.EXC,SELL,125,23.183916092,-2.9,ATR_TRAIL,atr_breakout,2018-08-09,5.8,,,,,,41
2018-09-27,US.CAT,SELL,31,129.495431448,-11.7,ATR_TRAIL,atr_breakout,2018-09-19,8.04,,,,,,8
2018-10-10,US.TTD,SELL,317,11.865,-297.94,STOP_LOSS,atr_breakout,2018-08-10,7.82,,,,,,61
2018-10-10,US.TMUS,SELL,69,63.717865888,-89.52,ATR_TRAIL,atr_breakout,2018-09-12,8.88,,,,,,28
2018-10-10,US.XAR,SELL,46,88.780049292,-305.78,STOP_LOSS,atr_breakout,2018-09-18,8.47,,,,,,22
2018-10-11,US.QQQ,SELL,125,160.825461412,7624.21,MA200_BREAK,core_etf,2016-06-30,32.56,,,,,,833
2018-10-11,US.CSCO,SELL,126,35.411244793,-78.97,ATR_TRAIL,atr_breakout,2018-08-16,9.0,,,,,,56
2018-10-11,US.CCJ,SELL,373,11.005658062,-4.11,ATR_TRAIL,atr_breakout,2018-09-27,8.21,,,,,,14
2018-10-22,US.GLD,SELL,81,115.71,-15.04,STRAT_EXIT,atr_breakout,2018-10-11,18.75,,,,,,11
2018-10-24,US.QCOM,SELL,75,51.219915031,-27.54,ATR_TRAIL,atr_breakout,2018-07-26,7.71,,,,,,90
2018-10-24,US.XLI,SELL,35,60.948544595,-143.73,STOP_LOSS,boll_mr,2018-10-12,4.41,,,,,,12
2018-10-24,US.PAYX,SELL,11,50.665662653,-36.17,STOP_LOSS,boll_mr,2018-10-12,1.15,,,,,,12
2018-10-24,US.QQQ,SELL,55,156.767488777,-479.1,MA200_BREAK,core_etf,2018-10-12,17.71,,,,,,12
2018-10-29,US.GDX,SELL,548,17.306547478099997,-508.64,STOP_LOSS,atr_breakout,2018-10-11,19.47,,,,,,18
2018-10-29,US.SPY,SELL,2,233.1531123277,-25.01,STOP_LOSS,boll_mr,2018-10-12,0.96,,,,,,17
2018-10-29,US.VOO,SELL,2,213.30502948954998,-22.88,STOP_LOSS,boll_mr,2018-10-12,0.88,,,,,,17
2018-10-29,US.CDNS,SELL,146,44.2,-393.35,STOP_LOSS,atr_breakout,2018-10-23,13.29,,,,,,6
2018-11-02,US.QQQ,SELL,76,160.61589475,-206.23,MA200_BREAK,core_etf,2018-11-01,24.61,,,,,,1
2018-11-08,US.KDP,SELL,275,22.856581988,-6.29,ATR_TRAIL,atr_breakout,2018-11-07,12.57,,,,,,1
2018-11-09,US.COHR,SELL,25,38.01,-207.2,STOP_LOSS,atr_breakout,2018-11-07,2.11,,,,,,2
2018-11-09,US.QQQ,SELL,3,162.654406825,-12.09,MA200_BREAK,core_etf,2018-11-07,0.99,,,,,,2
2018-11-12,US.WDAY,SELL,31,133.1,-349.47,STOP_LOSS,atr_breakout,2018-11-07,8.6,,,,,,5
2018-11-13,US.CSCO,SELL,29,36.213856869,-65.76,STOP_LOSS,atr_breakout,2018-11-07,2.17,,,,,,6
2018-11-14,US.CIEN,SELL,213,32.94,-388.29,STOP_LOSS,atr_breakout,2018-11-07,14.41,,,,,,7
2018-11-14,US.COST,SELL,24,210.63733106,-145.68,STRAT_EXIT,atr_breakout,2018-11-07,10.25,,,,,,7
2018-11-20,US.KDP,SELL,250,21.764628017,-452.15,STOP_LOSS,atr_breakout,2018-11-08,11.33,,,,,,12
2018-11-20,US.FAST,SELL,461,11.439171573,-50.98,ATR_TRAIL,atr_breakout,2018-11-14,10.59,,,,,,6
2018-11-21,US.XEL,SELL,104,40.163124258,-33.81,STRAT_EXIT,atr_breakout,2018-11-12,8.38,,,,,,9
2018-11-26,US.ORLY,SELL,306,23.39933345,1902.08,STRAT_EXIT,atr_breakout,2018-04-26,12.41,,,,,,214
2018-11-26,US.PDD,SELL,76,21.22,-147.53,STOP_LOSS,atr_breakout,2018-11-20,3.37,,,,,,6
2018-11-28,US.CTAS,SELL,31,42.662388193,-1.32,ATR_TRAIL,atr_breakout,2018-11-16,2.65,,,,,,12
2018-11-29,US.GLD,SELL,13,115.74,25.02,STRAT_EXIT,boll_mr,2018-11-13,2.98,,,,,,16
2018-12-03,US.AMGN,SELL,25,160.180874618,-4.0,ATR_TRAIL,atr_breakout,2018-11-28,8.01,,,,,,5
2018-12-04,US.PAYX,SELL,119,55.202918463,-153.5,STRAT_EXIT,atr_breakout,2018-11-28,13.29,,,,,,6
2018-12-06,US.VRSK,SELL,9,111.4374204442,-53.79,STOP_LOSS,atr_breakout,2018-11-09,2.06,,,,,,27
2018-12-06,US.CTAS,SELL,191,41.411858583,-470.93,STOP_LOSS,atr_breakout,2018-11-28,16.28,,,,,,8
2018-12-06,US.TEAM,SELL,43,83.9,-3.61,ATR_TRAIL,atr_breakout,2018-11-29,7.22,,,,,,7
2018-12-07,US.LSCC,SELL,1000,6.6405,-356.14,STOP_LOSS,atr_breakout,2018-12-06,13.63,,,,,,1
2018-12-07,US.ZS,SELL,29,40.39,-76.28,STOP_LOSS,atr_breakout,2018-12-06,2.42,,,,,,1
2018-12-07,US.OKTA,SELL,17,62.38,-78.75,STOP_LOSS,atr_breakout,2018-12-06,2.2,,,,,,1
2018-12-14,US.SBUX,SELL,173,54.6702861637,-507.25,STOP_LOSS,atr_breakout,2018-11-07,19.41,,,,,,37
2018-12-14,US.GDX,SELL,269,18.446625978,-24.69,STRAT_EXIT,atr_breakout,2018-12-07,9.94,,,,,,7
2018-12-14,US.GLD,SELL,35,117.06,-40.15,STRAT_EXIT,atr_breakout,2018-12-07,8.23,,,,,,7
2018-12-17,US.SMCI,SELL,756,1.5105,-61.24,STOP_LOSS,atr_breakout,2018-12-06,2.34,,,,,,11
2018-12-18,US.GDX,SELL,47,18.895872833,-0.89,ATR_TRAIL,atr_breakout,2018-12-17,1.78,,,,,,1
2018-12-19,US.REGN,SELL,13,357.745229282,-287.15,STOP_LOSS,atr_breakout,2018-12-03,9.58,,,,,,16
2018-12-19,US.GDX,SELL,207,18.290764824,-220.14,STOP_LOSS,atr_breakout,2018-12-18,7.79,,,,,,1
2018-12-20,US.AVGO,SELL,174,19.72252876525,-184.05,STOP_LOSS,atr_breakout,2018-12-12,7.04,,,,,,8
2018-12-21,US.EQIX,SELL,1,304.080703986,-18.24,STOP_LOSS,boll_mr,2018-12-18,0.63,,,,,,3
2018-12-24,US.EXC,SELL,155,23.807522619,-270.86,STOP_LOSS,atr_breakout,2018-12-04,7.65,,,,,,20
2019-01-08,US.VRT,SELL,999,9.748392504,-268.11,STRAT_EXIT,atr_breakout,2018-11-27,19.74,,,,,,42
2019-01-09,US.NFLX,SELL,33,31.995999999,72.83,ACTIVE_REPLACEMENT,atr_breakout,2019-01-04,2.04,,US.FN,59.1,OBSERVATION_EVICT,,5
2019-01-09,US.GDX,SELL,50,19.650244697,-8.36,ACTIVE_REPLACEMENT,atr_breakout,2019-01-03,1.97,,US.PDD,52.85,OBSERVATION_EVICT,,6
2019-01-14,US.FN,SELL,79,54.18,-10.6,ATR_TRAIL,atr_breakout,2019-01-09,8.57,,,,,,5
2019-01-14,US.PDD,SELL,116,24.262999999999998,-150.95,STOP_LOSS,atr_breakout,2019-01-09,5.78,,,,,,5
2019-01-16,US.EA,SELL,33,85.002331432,-2.81,ATR_TRAIL,atr_breakout,2019-01-07,5.61,,,,,,9
2019-01-17,US.SNPS,SELL,9,89.14,0.91,ACTIVE_REPLACEMENT,atr_breakout,2019-01-16,1.6,,US.FAST,54.22,OBSERVATION_EVICT,,1
2019-01-18,US.NFLX,SELL,123,33.690799999999996,-222.25,STOP_LOSS,atr_breakout,2019-01-15,8.51,,,,,,3
2019-01-23,US.CDNS,SELL,65,45.27,-2.94,ATR_TRAIL,atr_breakout,2019-01-15,5.89,,,,,,8
2019-01-24,US.GE,SELL,26,42.225121296,90.29,ACTIVE_REPLACEMENT,atr_breakout,2019-01-02,2.1,,US.ADI,52.35,OBSERVATION_EVICT,,22
2019-01-24,US.GLD,SELL,8,121.09,13.83,ACTIVE_REPLACEMENT,atr_breakout,2018-12-20,1.92,,US.LRCX,46.97,OBSERVATION_EVICT,,35
2019-02-06,US.QQQ,SELL,62,162.166128231,-40.26,MA200_BREAK,core_etf,2019-02-05,20.14,,,,,,1
2019-03-05,US.SLV,SELL,359,14.11,-5.07,ATR_TRAIL,atr_breakout,2018-12-26,10.13,,,,,,69
2019-03-07,US.QQQ,SELL,62,163.035449927,2.33,MA200_BREAK,core_etf,2019-02-14,20.2,,,,,,21
2019-03-07,US.VRT,SELL,186,9.917497272,-7.4,STRAT_EXIT,atr_breakout,2019-03-05,3.69,,,,,,2
2019-03-08,US.ROST,SELL,51,82.657179252,-4.22,ATR_TRAIL,atr_breakout,2019-01-07,8.43,,,,,,60
2019-03-13,US.XEL,SELL,17,45.178741582,14.55,ACTIVE_REPLACEMENT,atr_breakout,2019-03-07,1.52,,US.MELI,51.47,OBSERVATION_EVICT,,6
2019-03-15,US.MELI,SELL,4,482.5335,-103.52,STOP_LOSS,atr_breakout,2019-03-13,3.96,,,,,,2
2019-03-20,US.FAST,SELL,332,13.030145132,389.47,STRAT_EXIT,atr_breakout,2019-01-17,8.26,,,,,,62
2019-03-21,US.RTX,SELL,65,64.317251429,321.93,STRAT_EXIT,atr_breakout,2019-01-23,8.04,,,,,,57
2019-03-26,US.AAPL,SELL,57,44.16259177639999,-135.01,STOP_LOSS,atr_breakout,2019-03-21,5.17,,,,,,5
2019-03-27,US.ASML,SELL,13,164.68480677005,-114.82,STOP_LOSS,atr_breakout,2019-03-15,4.39,,,,,,12
2019-03-27,US.GOOG,SELL,40,57.63046129555,-123.63,STOP_LOSS,atr_breakout,2019-03-20,4.73,,,,,,7
2019-03-29,US.LRCX,SELL,227,16.305407922,392.62,STRAT_EXIT,atr_breakout,2019-01-24,7.01,,,,,,64
2019-04-01,US.ADP,SELL,4,138.27700442,17.47,ACTIVE_REPLACEMENT,atr_breakout,2019-03-27,1.09,,US.CDNS,49.06,OBSERVATION_EVICT,,5
2019-04-04,US.SNPS,SELL,18,115.15,-2.07,ATR_TRAIL,atr_breakout,2019-03-29,4.15,,,,,,6
2019-04-09,US.CTAS,SELL,91,47.676150299,415.68,STRAT_EXIT,atr_breakout,2019-01-18,8.26,,,,,,81
2019-04-22,US.ROST,SELL,29,90.890382633,-2.64,ATR_TRAIL,atr_breakout,2019-04-04,5.27,,,,,,18
2019-04-26,US.FANG,SELL,25,82.977323666,-79.55,STRAT_EXIT,atr_breakout,2019-04-22,4.23,,,,,,4
2019-05-02,US.BKR,SELL,179,18.987804561,-3.4,ATR_TRAIL,atr_breakout,2019-01-08,6.8,,,,,,114
2019-05-03,US.IDXX,SELL,2,250.47,15.76,ACTIVE_REPLACEMENT,atr_breakout,2019-05-02,0.99,,US.MELI,48.11,OBSERVATION_EVICT,,1
2019-05-07,US.MELI,SELL,5,539.41,-200.35,STOP_LOSS,atr_breakout,2019-05-03,5.59,,,,,,4
2019-05-20,US.CDNS,SELL,41,64.62,-10.03,ATR_TRAIL,atr_breakout,2019-04-01,5.31,,,,,,49
2019-05-20,US.TEAM,SELL,23,124.55,-16.2,ATR_TRAIL,atr_breakout,2019-05-09,5.74,,,,,,11
2019-05-31,US.TMUS,SELL,31,70.230227688,-145.96,STOP_LOSS,atr_breakout,2019-05-20,4.5,,,,,,11
2019-06-03,US.QQQ,SELL,75,162.079972353,-320.25,MA200_BREAK,core_etf,2019-03-11,24.62,,,,,,84
2019-07-09,US.MNST,SELL,96,32.38,242.17,STRAT_EXIT,atr_breakout,2019-04-26,5.97,,,,,,74
2019-07-18,US.AMZN,SELL,29,98.895,-17.95,ATR_TRAIL,atr_breakout,2019-07-09,5.75,,,,,,9
2019-07-22,US.KLAC,SELL,240,12.238103548,-2.94,ATR_TRAIL,atr_breakout,2019-07-18,5.87,,,,,,4
2019-07-25,US.AMAT,SELL,61,47.436622553,-2.89,ATR_TRAIL,atr_breakout,2019-07-22,5.79,,,,,,3
2019-08-02,US.CIEN,SELL,48,42.81,-136.93,STOP_LOSS,atr_breakout,2019-07-25,4.24,,,,,,8
2019-08-23,US.COST,SELL,18,248.720228417,760.23,STRAT_EXIT,atr_breakout,2019-03-08,8.19,,,,,,168
2019-09-09,US.VRSK,SELL,21,152.866978286,572.21,STRAT_EXIT,atr_breakout,2019-03-26,5.84,,,,,,167
2019-09-13,US.SLV,SELL,145,16.31,-8.16,ATR_TRAIL,atr_breakout,2019-08-23,4.74,,,,,,21
2019-09-19,US.ADI,SELL,43,102.947526403,858.94,STRAT_EXIT,atr_breakout,2019-01-24,7.99,,,,,,238
2019-09-20,US.COPX,SELL,355,15.6266555,-129.51,STRAT_EXIT,atr_breakout,2019-09-13,11.22,,,,,,7
2019-09-23,US.TMUS,SELL,15,76.465264242,-16.07,STRAT_EXIT,atr_breakout,2019-09-19,2.31,,,,,,4
2019-09-24,US.EMR,SELL,118,54.969952137,-6.49,ATR_TRAIL,atr_breakout,2019-09-09,12.97,,,,,,15
2019-09-26,US.ISRG,SELL,6,181.0948557,2.57,ACTIVE_REPLACEMENT,atr_breakout,2019-09-24,2.17,,US.TSM,46.94,OBSERVATION_EVICT,,2
2019-09-30,US.AEP,SELL,67,72.826178843,-53.97,STRAT_EXIT,atr_breakout,2019-09-24,9.81,,,,,,6
2019-10-02,US.CTAS,SELL,41,60.302540517,302.48,STRAT_EXIT,atr_breakout,2019-05-21,4.64,,,,,,134
2019-10-07,US.DLR,SELL,11,102.072391626,-14.69,STRAT_EXIT,atr_breakout,2019-09-30,2.26,,,,,,7
2019-10-11,US.HON,SELL,3,142.410149111,5.11,ACTIVE_REPLACEMENT,boll_mr,2019-10-03,0.85,,US.AAPL,55.17,OBSERVATION_EVICT,,8
2019-10-11,US.WDAY,SELL,7,180.44,16.94,ACTIVE_REPLACEMENT,atr_breakout,2019-10-07,2.51,,US.ASML,55.11,OBSERVATION_EVICT,,4
2019-10-16,US.ASML,SELL,20,234.386007403,-110.95,ATR_TRAIL,atr_breakout,2019-10-11,9.48,,,,,,5
2019-10-24,US.ALGN,SELL,5,249.47,188.3,ACTIVE_REPLACEMENT,atr_breakout,2019-10-16,2.31,,US.AMAT,44.53,OBSERVATION_EVICT,,8
2019-10-30,US.AMAT,SELL,93,51.727328483,-4.81,ATR_TRAIL,atr_breakout,2019-10-24,9.62,,,,,,6
2019-11-04,US.GDX,SELL,148,25.364668577,805.15,STRAT_EXIT,atr_breakout,2019-05-31,6.7,,,,,,157
2019-11-04,US.EQIX,SELL,12,478.796952121,-413.08,STOP_LOSS,atr_breakout,2019-09-23,11.9,,,,,,42
2019-11-05,US.AVGO,SELL,222,25.864593283,-5.74,ATR_TRAIL,atr_breakout,2019-11-04,11.48,,,,,,1
2019-11-07,US.GLD,SELL,15,137.79,-2.07,ATR_TRAIL,atr_breakout,2019-08-05,4.13,,,,,,94
2019-11-14,US.MRVL,SELL,177,26.011272462,-4.6,ATR_TRAIL,atr_breakout,2019-11-04,9.21,,,,,,10
2019-11-15,US.HWM,SELL,174,29.762266454,-5.18,ATR_TRAIL,atr_breakout,2019-11-14,10.36,,,,,,1
2019-11-19,US.SBUX,SELL,43,72.347052154,394.19,STRAT_EXIT,atr_breakout,2019-03-28,5.82,,,,,,236
2019-11-21,US.AMAT,SELL,89,53.197490675,-458.24,STOP_LOSS,atr_breakout,2019-11-15,9.92,,,,,,6
2019-12-02,US.CPRT,SELL,163,21.9625,-3.58,ATR_TRAIL,atr_breakout,2019-11-21,7.16,,,,,,11
2019-12-03,US.VRT,SELL,464,10.295496165,-4.78,ATR_TRAIL,atr_breakout,2019-12-02,9.55,,,,,,1
2019-12-06,US.AVGO,SELL,181,26.811747403,26.33,STRAT_EXIT,atr_breakout,2019-11-05,9.67,,,,,,31
2020-01-03,US.VRTX,SELL,22,215.0,-4.73,ATR_TRAIL,atr_breakout,2019-11-19,9.46,,,,,,45
2020-01-23,US.GE,SELL,99,56.848766347,793.19,STRAT_EXIT,atr_breakout,2019-10-30,10.46,,,,,,85
2020-01-29,US.STX,SELL,99,47.43733965,-303.14,STOP_LOSS,atr_breakout,2020-01-23,9.69,,,,,,6
2020-02-03,US.GE,SELL,79,59.217464945,-264.36,STOP_LOSS,atr_breakout,2020-01-29,9.62,,,,,,5
2020-02-05,US.TSLA,SELL,94,48.9795102,-288.48,STOP_LOSS,atr_breakout,2020-02-03,9.49,,,,,,2
2020-02-14,US.TSM,SELL,140,50.947483941,1546.1,STRAT_EXIT,atr_breakout,2019-09-26,12.71,,,,,,141
2020-02-24,US.CTAS,SELL,53,67.756890327,-43.22,ATR_TRAIL,atr_breakout,2020-02-05,7.22,,,,,,19
2020-02-24,US.NVDA,SELL,769,6.793331973,-320.83,STOP_LOSS,atr_breakout,2020-02-14,10.76,,,,,,10
2020-02-25,US.LMT,SELL,13,331.90339404,-150.4,ATR_TRAIL,atr_breakout,2020-01-03,8.78,,,,,,53
2020-03-06,US.VRT,SELL,463,9.80907127385,-243.57,STOP_LOSS,atr_breakout,2019-12-03,9.32,,,,,,94
2020-03-09,US.QQQ,SELL,74,185.709281728,1395.59,MA200_BREAK,core_etf,2019-06-04,26.08,,,,,,279
2020-03-09,US.STM,SELL,198,22.251123161,-372.96,STOP_LOSS,atr_breakout,2019-12-06,9.18,,,,,,94
2020-03-11,US.QQQ,SELL,63,187.298510934,-551.24,MA200_BREAK,core_etf,2020-03-10,24.14,,,,,,1
2020-03-12,US.AAPL,SELL,100,59.923591549,314.7,ATR_TRAIL,atr_breakout,2019-10-11,11.66,,,,,,153
2020-03-16,US.OKTA,SELL,22,92.65,-2.04,ATR_TRAIL,atr_breakout,2019-04-09,4.08,,,,,,342
2020-04-13,US.EQIX,SELL,2,580.15921459215,-62.23,STOP_LOSS,atr_breakout,2020-04-09,2.38,,,,,,4
2020-04-13,US.DLR,SELL,11,113.913590874,-68.75,STOP_LOSS,atr_breakout,2020-04-09,2.57,,,,,,4
2020-04-15,US.SCCO,SELL,78,20.865845216,-128.47,STOP_LOSS,atr_breakout,2020-04-09,3.38,,,,,,6
2020-04-15,US.EXC,SELL,75,21.093939686,-92.16,STOP_LOSS,atr_breakout,2020-04-09,3.25,,,,,,6
2020-04-15,US.LIN,SELL,9,162.41317461135,-78.39,STOP_LOSS,atr_breakout,2020-04-09,3.0,,,,,,6
2020-04-21,US.COPX,SELL,593,11.110106832149999,-353.34,STOP_LOSS,atr_breakout,2020-04-09,13.52,,,,,,12
2020-04-21,US.ZS,SELL,57,65.18,-276.18,STOP_LOSS,atr_breakout,2020-04-15,7.7,,,,,,6
2020-04-23,US.PDD,SELL,27,49.17,-81.79,STOP_LOSS,atr_breakout,2020-04-22,2.74,,,,,,1
2020-04-28,US.META,SELL,7,181.317752719,3.1,ACTIVE_REPLACEMENT,atr_breakout,2020-04-22,2.53,,US.ROK,58.2,OBSERVATION_EVICT,,6
2020-04-29,US.SBUX,SELL,25,66.776363598,63.06,ACTIVE_REPLACEMENT,atr_breakout,2020-04-09,3.27,,US.LSCC,47.85,OBSERVATION_EVICT,,20
2020-04-30,US.BE,SELL,187,7.5525,-75.74,STOP_LOSS,atr_breakout,2020-04-22,2.9,,,,,,8
2020-05-01,US.ROK,SELL,24,164.669870386,-282.47,STOP_LOSS,atr_breakout,2020-04-28,8.18,,,,,,3
2020-05-01,US.LSCC,SELL,177,20.8,-270.95,STOP_LOSS,atr_breakout,2020-04-29,7.63,,,,,,2
2020-05-04,US.COHR,SELL,42,30.97,-1.3,ATR_TRAIL,atr_breakout,2020-04-24,2.6,,,,,,10
2020-05-13,US.CCJ,SELL,526,10.073001034,-325.47,STOP_LOSS,atr_breakout,2020-05-04,10.92,,,,,,9
2020-05-27,US.TEAM,SELL,20,163.13,-3.26,ATR_TRAIL,atr_breakout,2020-05-04,6.53,,,,,,23
2020-06-11,US.PCAR,SELL,118,39.337134486,-163.25,ATR_TRAIL,atr_breakout,2020-05-27,9.44,,,,,,15
2020-06-26,US.SMCI,SELL,1471,2.812,-470.44,STOP_LOSS,atr_breakout,2020-06-15,8.74,,,,,,11
2020-07-02,US.ASTS,SELL,444,10.15,-4.51,ATR_TRAIL,atr_breakout,2020-06-29,9.01,,,,,,3
2020-07-24,US.ASTS,SELL,440,10.2,-13.29,ATR_TRAIL,atr_breakout,2020-07-02,8.98,,,,,,22
2020-10-15,US.META,SELL,23,264.398179462,1407.73,STRAT_EXIT,atr_breakout,2020-04-30,10.75,,,,,,168
2020-10-16,US.MELI,SELL,1,1271.38,373.68,ACTIVE_REPLACEMENT,atr_breakout,2020-06-12,2.17,,US.TEAM,57.41,OBSERVATION_EVICT,,126
2020-10-21,US.GDX,SELL,252,37.053698092,2556.61,STRAT_EXIT,atr_breakout,2020-04-09,16.11,,,,,,195
2020-10-26,US.COPX,SELL,294,19.20756291,-124.21,STRAT_EXIT,atr_breakout,2020-10-21,11.41,,,,,,5
2020-10-30,US.TEAM,SELL,23,191.62,-368.5,STOP_LOSS,atr_breakout,2020-10-16,9.18,,,,,,14
2020-10-30,US.COHR,SELL,23,44.3365,-54.69,STOP_LOSS,atr_breakout,2020-10-15,2.09,,,,,,15
2020-11-17,US.SLV,SELL,248,22.74,1961.0,STRAT_EXIT,atr_breakout,2020-05-14,9.31,,,,,,187
2020-12-04,US.AMZN,SELL,60,158.129,2971.64,STRAT_EXIT,atr_breakout,2020-04-13,15.99,,,,,,235
2020-12-10,US.MU,SELL,90,67.9511856423,-327.99,STOP_LOSS,atr_breakout,2020-12-04,12.55,,,,,,6
2020-12-21,US.SBUX,SELL,68,88.36738253854999,-322.27,STOP_LOSS,atr_breakout,2020-12-10,12.33,,,,,,11
2020-12-22,US.QUBT,SELL,270,13.6,-921.67,STOP_LOSS,atr_breakout,2020-12-21,8.26,,,,,,1
2020-12-28,US.CRWD,SELL,108,53.1375,-339.19,STOP_LOSS,atr_breakout,2020-12-22,11.81,,,,,,6
2021-01-04,US.ROST,SELL,52,109.71922429165,-305.99,STOP_LOSS,atr_breakout,2020-12-28,11.71,,,,,,7
2021-01-07,US.GLD,SELL,32,179.48,-96.94,STRAT_EXIT,atr_breakout,2021-01-04,11.58,,,,,,3
2021-01-11,US.AMAT,SELL,66,90.329832301,-5.96,ATR_TRAIL,atr_breakout,2021-01-07,11.92,,,,,,4
2021-01-12,US.BKR,SELL,105,20.132324444,772.16,ACTIVE_REPLACEMENT,atr_breakout,2020-10-30,3.45,,US.ANET,56.99,OBSERVATION_EVICT,,74
2021-01-15,US.CRWD,SELL,23,54.8775,-74.46,STOP_LOSS,atr_breakout,2021-01-11,2.6,,,,,,4
2021-02-22,US.ANET,SELL,309,18.26,-471.46,STOP_LOSS,atr_breakout,2021-01-12,11.75,,,,,,41
2021-03-23,US.CAT,SELL,31,198.494897515,-6.15,ATR_TRAIL,atr_breakout,2021-02-22,12.31,,,,,,29
2021-05-10,US.TTD,SELL,53,48.96,1246.24,ATR_TRAIL,atr_breakout,2020-04-23,3.94,,,,,,382
2021-06-01,US.PANW,SELL,116,60.057732389,1281.39,STRAT_EXIT,atr_breakout,2020-11-17,12.65,,,,,,196
2021-06-03,US.TSM,SELL,68,107.370527497,2792.98,STRAT_EXIT,atr_breakout,2020-07-24,11.8,,,,,,314
2021-06-03,US.AI,SELL,72,68.172,-263.24,STOP_LOSS,atr_breakout,2021-06-01,10.08,,,,,,2
2021-06-09,US.AMD,SELL,305,79.96,20996.21,STRAT_EXIT,atr_breakout,2018-04-26,27.75,,,,,,1140
2021-06-14,US.CIEN,SELL,116,58.2,-27.63,ATR_TRAIL,atr_breakout,2021-06-03,13.52,,,,,,11
2021-06-22,US.TSEM,SELL,206,27.24,1304.55,STRAT_EXIT,atr_breakout,2020-10-26,9.91,,,,,,239
2021-06-24,US.EQIX,SELL,11,704.280450826,-7.75,ATR_TRAIL,atr_breakout,2021-06-03,15.49,,,,,,21
2021-07-07,US.TSEM,SELL,344,27.14,-666.38,STOP_LOSS,atr_breakout,2021-06-24,19.33,,,,,,13
2021-07-20,US.XEL,SELL,113,58.115791016,296.98,STRAT_EXIT,atr_breakout,2021-03-23,12.83,,,,,,119
2021-07-23,US.QUBT,SELL,782,8.59,-405.54,STOP_LOSS,atr_breakout,2021-07-20,13.83,,,,,,3
2021-08-02,US.META,SELL,27,348.24239893559997,-504.27,STOP_LOSS,atr_breakout,2021-07-23,19.3,,,,,,10
2021-08-12,US.ON,SELL,229,43.4,-64.9,ATR_TRAIL,atr_breakout,2021-08-02,19.93,,,,,,10
2021-08-16,US.SCCO,SELL,143,49.514034265,1387.75,STRAT_EXIT,atr_breakout,2020-11-02,12.77,,,,,,287
2021-09-10,US.TSLA,SELL,90,245.4208791,18160.13,STRAT_EXIT,atr_breakout,2020-04-13,25.99,,,,,,515
2021-09-17,US.CCJ,SELL,414,22.183482227,-814.72,STOP_LOSS,atr_breakout,2021-09-10,19.17,,,,,,7
2021-09-20,US.FANG,SELL,50,64.21489525195,-172.2,STOP_LOSS,atr_breakout,2021-09-17,6.59,,,,,,3
2021-09-28,US.ORLY,SELL,241,40.870666871,-125.53,STRAT_EXIT,atr_breakout,2021-09-22,19.82,,,,,,6
2021-09-29,US.PLTR,SELL,401,24.52,-158.2,ATR_TRAIL,atr_breakout,2021-08-12,19.81,,,,,,48
2021-09-29,US.ONDS,SELL,809,9.04,-476.53,STOP_LOSS,atr_breakout,2021-09-28,15.1,,,,,,1
2021-10-04,US.ADBE,SELL,17,556.95,-9.47,ATR_TRAIL,atr_breakout,2021-06-14,18.94,,,,,,112
2021-10-04,US.IDXX,SELL,2,598.0724999999999,-64.15,STOP_LOSS,boll_mr,2021-09-29,2.46,,,,,,5
