date,code,side,qty,price,pnl,reason,strategy,trend_score,fundamental_score,news_score,weather_score,total_score,score_label,replacement_from,replacement_score_delta
2015-06-18,US.DXCM,BUY,132,19.35,,SIGNAL,atr_breakout,99.34791109675015,,,100.0,99.57,FULL,US.TXN,57.72
2015-06-19,US.FN,BUY,100,19.98,,SIGNAL,atr_breakout,52.52654401052295,,,100.0,68.35,PARTIAL,,
2015-06-22,US.TSEM,BUY,142,17.0,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.DLR,44.76
2015-06-24,US.META,BUY,19,88.086466058,,SIGNAL,atr_breakout,54.435906855888696,,,100.0,69.62,PARTIAL,,
2015-06-26,US.MNST,BUY,105,23.23476765,,SIGNAL,atr_breakout,79.33160325544158,,,100.0,86.22,FULL,,
2015-06-30,US.GLW,BUY,58,14.86283037,,SIGNAL,boll_mr,51.0839885227384,,,100.0,67.39,PARTIAL,,
2015-06-30,US.SOXX,BUY,29,27.549338016,,SIGNAL,boll_mr,48.40654797047263,,,100.0,65.6,PARTIAL,,
2015-07-07,US.EA,BUY,51,67.825241966,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-07,US.AEP,BUY,78,35.858207004,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-10,US.COST,BUY,15,119.117073582,,SIGNAL,atr_breakout,57.56749679990216,,,100.0,71.71,PARTIAL,,
2015-07-13,US.SBUX,BUY,49,44.43108196,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-14,US.GOOG,BUY,83,27.809807716,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-22,US.ISRG,BUY,51,61.096555333,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-22,US.IDXX,BUY,36,70.36,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-23,US.FTNT,BUY,269,9.366,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-07-27,US.EQIX,BUY,2,214.324172637,,SIGNAL,atr_breakout,10.69457794517734,,,100.0,40.46,OBSERVATION,,
2015-07-28,US.CDNS,BUY,114,20.79,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.EQIX,59.54
2015-08-03,US.MNST,BUY,72,25.96807365,,SIGNAL,atr_breakout,64.49947374999712,,,100.0,76.33,PARTIAL,,
2015-08-07,US.XEL,BUY,26,25.035307275,,SIGNAL,atr_breakout,17.908356436480034,,,100.0,45.27,OBSERVATION,,
2015-08-07,US.CMCSA,BUY,12,20.873409755,,SIGNAL,boll_mr,17.75231846503345,,,100.0,45.17,OBSERVATION,,
2015-08-12,US.SLV,BUY,48,14.82,,SIGNAL,atr_breakout,38.403200699274066,,,100.0,58.94,OBSERVATION,,
2015-08-13,US.ORLY,BUY,185,16.928000084,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.CMCSA,54.83
2015-08-17,US.ADP,BUY,39,66.399307289,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.XEL,54.73
2015-08-18,US.FN,BUY,111,20.22,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-08-20,US.GLD,BUY,31,110.42,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-08-20,US.GDX,BUY,145,14.206655604,,SIGNAL,atr_breakout,42.19552620118451,,,100.0,61.46,PARTIAL,,
2015-08-25,US.CPRT,BUY,275,4.19625,,SIGNAL,boll_mr,59.751258776923386,,,100.0,73.17,PARTIAL,,
2015-08-25,US.ISRG,BUY,6,54.93890076,,SIGNAL,boll_mr,35.683352835396256,,,100.0,57.12,OBSERVATION,,
2015-09-11,US.AMD,BUY,452,2.01,,SIGNAL,atr_breakout,34.30957637110196,,,100.0,56.21,OBSERVATION,,
2015-09-11,US.EQIX,BUY,3,225.786736302,,SIGNAL,atr_breakout,24.278620186028572,,,100.0,49.52,OBSERVATION,,
2015-09-15,US.PANW,BUY,98,30.531361166,,SIGNAL,atr_breakout,50.6840647937198,,,100.0,67.12,PARTIAL,,
2015-09-15,US.BKNG,BUY,16,51.654747849,,SIGNAL,atr_breakout,32.491261717576634,,,100.0,54.99,OBSERVATION,,
2015-09-15,US.SMCI,BUY,290,2.8,,SIGNAL,atr_breakout,22.01767590095594,,,100.0,48.01,OBSERVATION,,
2015-09-15,US.AVGO,BUY,78,10.140835626,,SIGNAL,atr_breakout,12.78248353799081,,,100.0,41.85,OBSERVATION,,
2015-09-16,US.GLW,BUY,55,13.89405378,,SIGNAL,atr_breakout,32.89697302346406,,,100.0,55.26,OBSERVATION,,
2015-09-16,US.KLAC,BUY,174,4.349832283,,SIGNAL,atr_breakout,24.08372081618304,,,100.0,49.39,OBSERVATION,,
2015-09-16,US.QQQ,BUY,127,98.147208333,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2015-09-23,US.ADBE,BUY,10,85.5,,SIGNAL,atr_breakout,22.90946381749526,,,100.0,48.61,OBSERVATION,,
2015-09-23,US.COST,BUY,6,121.712606476,,SIGNAL,atr_breakout,14.757751531665066,,,100.0,43.17,OBSERVATION,,
2015-09-24,US.GLD,BUY,25,110.49,,SIGNAL,atr_breakout,59.29272949691368,,,100.0,72.86,PARTIAL,,
2015-09-24,US.XEL,BUY,31,24.669685935,,SIGNAL,atr_breakout,26.636653682223788,,,100.0,51.09,OBSERVATION,,
2015-09-24,US.SBUX,BUY,16,46.689279745,,SIGNAL,atr_breakout,19.40101679643004,,,100.0,46.27,OBSERVATION,,
2015-09-24,US.ISRG,BUY,5,54.57224143,,SIGNAL,boll_mr,13.173947118227572,,,100.0,42.12,OBSERVATION,,
2015-09-30,US.NVDA,BUY,6854,0.598272779,,SIGNAL,atr_breakout,84.65105757792142,,,100.0,89.77,FULL,,
2015-09-30,US.PAYX,BUY,81,34.131771692,,SIGNAL,atr_breakout,57.96822375008258,,,100.0,71.98,PARTIAL,,
2015-09-30,US.AEP,BUY,20,36.781216439,,SIGNAL,atr_breakout,30.857491064923913,,,100.0,53.9,OBSERVATION,,
2015-10-01,US.VRSK,BUY,44,74.309994641,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-02,US.VRSK,BUY,32,75.94527088,,SIGNAL,atr_breakout,62.86903638822232,,,100.0,75.25,PARTIAL,,
2015-10-02,US.DLR,BUY,15,45.224081688,,SIGNAL,atr_breakout,15.454711616228984,,,100.0,43.64,OBSERVATION,,
2015-10-05,US.MSFT,BUY,74,40.376528758,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-05,US.GE,BUY,23,116.870421664,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.COST,56.83
2015-10-06,US.HWM,BUY,240,10.79771161,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-07,US.SMCI,BUY,763,3.168,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.XEL,48.91
2015-10-08,US.URA,BUY,195,11.490063013,,SIGNAL,atr_breakout,94.64973448408216,,,100.0,96.43,FULL,US.AEP,42.53
2015-10-09,US.COPX,BUY,179,13.798387896,,SIGNAL,atr_breakout,89.17981902639144,,,100.0,92.79,FULL,,
2015-10-09,US.COST,BUY,17,128.859863984,,SIGNAL,atr_breakout,86.68497992223607,,,100.0,91.12,FULL,,
2015-10-09,US.QQQ,BUY,127,97.869457228,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2015-10-12,US.FN,BUY,36,20.65,,SIGNAL,atr_breakout,50.2314296879086,,,100.0,66.82,PARTIAL,,
2015-10-14,US.GLD,BUY,20,113.81,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-15,US.QQQ,BUY,126,98.91072209,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2015-10-19,US.BKNG,BUY,19,53.90024883,,SIGNAL,atr_breakout,75.46781074899977,,,100.0,83.65,FULL,,
2015-10-21,US.KLAC,BUY,216,5.248315313,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-26,US.CIEN,BUY,54,24.6,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-10-26,US.BKNG,BUY,21,55.474410429,,SIGNAL,atr_breakout,71.32061463397498,,,100.0,80.88,FULL,,
2015-10-27,US.REGN,BUY,2,563.138796047,,SIGNAL,atr_breakout,80.40341340130139,,,100.0,86.94,FULL,,
2015-10-28,US.XAR,BUY,26,49.378585115,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2015-11-09,US.LSCC,BUY,252,5.18,,SIGNAL,atr_breakout,78.51646429498224,,,100.0,85.68,FULL,,
2015-11-13,US.AMAT,BUY,64,15.222252622,,SIGNAL,atr_breakout,43.45648552544264,,,100.0,62.3,PARTIAL,,
2015-11-16,US.AMAT,BUY,62,15.663733266,,SIGNAL,atr_breakout,53.297194664440006,,,100.0,68.86,PARTIAL,,
2015-11-23,US.MELI,BUY,10,124.427806367,,SIGNAL,atr_breakout,72.4987676871481,,,100.0,81.67,FULL,,
2015-12-02,US.COHR,BUY,51,19.15,,SIGNAL,atr_breakout,47.593022734320535,,,100.0,65.06,PARTIAL,,
2015-12-04,US.GDX,BUY,22,13.334474848,,SIGNAL,atr_breakout,37.9756396792982,,,100.0,58.65,OBSERVATION,,
2015-12-07,US.AVGO,BUY,26,11.297424443,,SIGNAL,atr_breakout,20.443775905168753,,,100.0,46.96,OBSERVATION,,
2015-12-10,US.AMD,BUY,428,2.45,,SIGNAL,atr_breakout,47.377644646115726,,,100.0,64.92,PARTIAL,,
2015-12-14,US.HON,BUY,1,76.354735429,,SIGNAL,boll_mr,23.254937527177404,,,100.0,48.84,OBSERVATION,,
2015-12-14,US.WDAY,BUY,1,79.0,,SIGNAL,boll_mr,18.03687974724704,,,100.0,45.36,OBSERVATION,,
2015-12-22,US.AMD,BUY,510,2.77,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.WDAY,54.64
2015-12-23,US.AA,BUY,44,28.708693652,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.HON,51.16
2015-12-24,US.FAST,BUY,43,7.869949349,,SIGNAL,atr_breakout,21.62160607847057,,,100.0,47.75,OBSERVATION,,
2015-12-29,US.LSCC,BUY,223,6.77,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.FAST,52.25
2015-12-31,US.URA,BUY,35,10.211935726,,SIGNAL,atr_breakout,29.369509011257527,,,100.0,52.91,OBSERVATION,,
2016-01-05,US.EXC,BUY,29,13.573511776,,SIGNAL,atr_breakout,27.731840205172194,,,100.0,51.82,OBSERVATION,,
2016-01-06,US.GLD,BUY,30,104.67,,SIGNAL,atr_breakout,87.97615961326099,,,100.0,91.98,FULL,,
2016-01-06,US.EQIX,BUY,8,252.095586099,,SIGNAL,atr_breakout,62.54047008492486,,,100.0,75.03,PARTIAL,,
2016-01-07,US.GDX,BUY,198,13.494235063,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-01-08,US.MSFT,BUY,4,45.617557638,,SIGNAL,boll_mr,34.450484117669795,,,100.0,56.3,OBSERVATION,,
2016-01-11,US.DLR,BUY,53,54.740114753,,SIGNAL,atr_breakout,78.03746515392962,,,100.0,85.36,FULL,,
2016-01-11,US.VOO,BUY,1,147.650291054,,SIGNAL,boll_mr,16.294368477573542,,,100.0,44.2,OBSERVATION,,
2016-01-12,US.SMCI,BUY,804,2.727,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-01-12,US.ALGN,BUY,3,61.77,,SIGNAL,boll_mr,18.285959774607345,,,100.0,45.52,OBSERVATION,,
2016-01-19,US.XEL,BUY,86,26.928205136,,SIGNAL,atr_breakout,41.96452139772391,,,100.0,61.31,PARTIAL,,
2016-01-26,US.GLD,BUY,31,107.29,,SIGNAL,atr_breakout,85.05436934985802,,,100.0,90.04,FULL,,
2016-01-26,US.SLV,BUY,166,13.82,,SIGNAL,atr_breakout,40.019883300310546,,,100.0,60.01,PARTIAL,,
2016-01-26,US.EA,BUY,9,68.737471576,,SIGNAL,atr_breakout,14.69867473297529,,,100.0,43.13,OBSERVATION,,
2016-01-26,US.COHR,BUY,31,19.53,,SIGNAL,atr_breakout,10.205492400243847,,,100.0,40.14,OBSERVATION,,
2016-01-28,US.FANG,BUY,39,56.002639757,,SIGNAL,atr_breakout,72.67874798740387,,,100.0,81.79,FULL,,
2016-01-28,US.EXC,BUY,44,13.846559234,,SIGNAL,atr_breakout,38.4604559283814,,,100.0,58.97,OBSERVATION,,
2016-01-28,US.META,BUY,5,108.160188066,,SIGNAL,atr_breakout,32.48377431356703,,,100.0,54.99,OBSERVATION,,
2016-01-29,US.AEP,BUY,66,40.120789692,,SIGNAL,atr_breakout,86.7730639265553,,,100.0,91.18,FULL,,
2016-02-02,US.FN,BUY,87,28.02,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.META,45.01
2016-02-03,US.CMCSA,BUY,109,20.705128532,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.COHR,59.86
2016-02-04,US.GDX,BUY,144,14.645960771,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.EXC,41.03
2016-02-05,US.GDX,BUY,168,15.462144343,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-02-05,US.EXC,BUY,110,15.926684411,,SIGNAL,atr_breakout,57.433875821711226,,,100.0,71.62,PARTIAL,,
2016-02-05,US.SLV,BUY,113,14.34,,SIGNAL,atr_breakout,54.760822356986694,,,100.0,69.84,PARTIAL,,
2016-02-09,US.ISRG,BUY,3,56.534424392,,SIGNAL,boll_mr,29.95188040218698,,,100.0,53.3,OBSERVATION,,
2016-02-11,US.GDX,BUY,134,16.659213583,,SIGNAL,atr_breakout,60.92181613873494,,,100.0,73.95,PARTIAL,,
2016-02-12,US.PAYX,BUY,19,35.673483202,,SIGNAL,atr_breakout,22.556646962270673,,,100.0,48.37,OBSERVATION,,
2016-02-12,US.CSCO,BUY,36,18.391959764,,SIGNAL,atr_breakout,18.120199554149544,,,100.0,45.41,OBSERVATION,,
2016-02-16,US.ADP,BUY,10,66.500529406,,SIGNAL,atr_breakout,19.46002804173465,,,100.0,46.31,OBSERVATION,,
2016-02-16,US.HON,BUY,8,81.424876397,,SIGNAL,atr_breakout,15.83727918529975,,,100.0,43.89,OBSERVATION,,
2016-02-16,US.COPX,BUY,73,9.108241637,,SIGNAL,atr_breakout,14.795492698751481,,,100.0,43.2,OBSERVATION,,
2016-02-17,US.BKNG,BUY,61,48.394404195,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.COPX,56.8
2016-02-22,US.RTX,BUY,60,46.721719724,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-02-24,US.LSCC,BUY,336,6.51,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-02-24,US.CIEN,BUY,98,20.66,,SIGNAL,atr_breakout,66.98364126260681,,,100.0,77.99,PARTIAL,,
2016-02-25,US.CPRT,BUY,567,4.76125,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-03-01,US.WDAY,BUY,31,71.74,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-03-01,US.FAST,BUY,309,8.924348331,,SIGNAL,atr_breakout,78.50976841827189,,,100.0,85.67,FULL,,
2016-03-02,US.AMD,BUY,824,2.32,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.HON,56.11
2016-03-02,US.COPX,BUY,214,11.306208541,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.CSCO,54.59
2016-03-03,US.AMD,BUY,776,2.46,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-03-03,US.CAT,BUY,41,56.106014988,,SIGNAL,atr_breakout,83.48145730465866,,,100.0,88.99,FULL,,
2016-03-04,US.AVGO,BUY,197,11.116970955,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.PAYX,51.63
2016-03-08,US.DLR,BUY,30,58.459099648,,SIGNAL,atr_breakout,64.15126118173285,,,100.0,76.1,PARTIAL,,
2016-03-08,US.XEL,BUY,17,29.424907843,,SIGNAL,atr_breakout,29.267081451765442,,,100.0,52.84,OBSERVATION,,
2016-03-08,US.EXC,BUY,29,16.753512913,,SIGNAL,atr_breakout,21.773065093161204,,,100.0,47.85,OBSERVATION,,
2016-03-14,US.AMD,BUY,600,2.72,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.EXC,52.15
2016-03-15,US.AAPL,BUY,68,23.663539355,,SIGNAL,atr_breakout,40.70215048826219,,,100.0,60.47,PARTIAL,,
2016-03-16,US.QQQ,BUY,125,99.145710864,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-03-17,US.ROK,BUY,8,93.183948429,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.XEL,47.16
2016-03-24,US.FN,BUY,32,30.59,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-03-29,US.ON,BUY,224,9.88,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-03-29,US.QQQ,BUY,124,100.605733881,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-04-06,US.AMGN,BUY,8,117.718450787,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-04-12,US.URA,BUY,99,11.438243947,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-04-13,US.CAT,BUY,22,61.970694245,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-04-25,US.SBUX,BUY,9,46.510466226,,SIGNAL,boll_mr,56.10926339757158,,,100.0,70.74,PARTIAL,,
2016-04-27,US.STM,BUY,248,5.844278739,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-04-28,US.SLV,BUY,156,16.77,,SIGNAL,atr_breakout,83.43709562946428,,,100.0,88.96,FULL,,
2016-04-29,US.IDXX,BUY,32,84.35,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-04-29,US.MNST,BUY,101,24.0364263,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-02,US.AMZN,BUY,68,34.1925,,SIGNAL,atr_breakout,74.33263201516914,,,100.0,82.89,FULL,,
2016-05-03,US.FN,BUY,67,36.01,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-04,US.LMT,BUY,9,174.418674269,,SIGNAL,atr_breakout,43.87260078173679,,,100.0,62.58,PARTIAL,,
2016-05-09,US.EQIX,BUY,6,279.698569614,,SIGNAL,atr_breakout,46.634792852287106,,,100.0,64.42,PARTIAL,,
2016-05-10,US.QQQ,BUY,125,99.209008016,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-05-20,US.AMAT,BUY,125,20.230149074,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-20,US.QCOM,BUY,56,40.661761615,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-20,US.CDNS,BUY,83,24.55,,SIGNAL,atr_breakout,80.67867759908982,,,100.0,87.12,FULL,,
2016-05-24,US.SNPS,BUY,44,51.18,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-24,US.CDNS,BUY,81,25.21,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-05-24,US.QQQ,BUY,124,100.261208168,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-06-14,US.XEL,BUY,5,31.477540476,,SIGNAL,atr_breakout,26.92837671439031,,,100.0,51.29,OBSERVATION,,
2016-06-15,US.TEAM,BUY,32,25.99,,SIGNAL,atr_breakout,99.58975500853643,,,100.0,99.73,FULL,US.XEL,48.44
2016-06-20,US.QQQ,BUY,125,99.316157061,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-06-24,US.XEL,BUY,15,31.852710975,,SIGNAL,atr_breakout,31.074540768261016,,,100.0,54.05,OBSERVATION,,
2016-06-27,US.AEP,BUY,41,46.260572916,,SIGNAL,atr_breakout,42.59982463583821,,,100.0,61.73,PARTIAL,,
2016-06-28,US.ORLY,BUY,29,18.095333423,,SIGNAL,atr_breakout,35.11810972960229,,,100.0,56.75,OBSERVATION,,
2016-06-29,US.SLV,BUY,136,17.37,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.XEL,45.95
2016-06-30,US.INTU,BUY,21,103.295462822,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.ORLY,43.25
2016-06-30,US.QQQ,BUY,125,99.670935573,,QQQ_BETA_FLOOR,core_etf,,,,,,,,
2016-07-06,US.GDX,BUY,28,27.723035342,,SIGNAL,atr_breakout,78.63149665353231,,,100.0,85.75,FULL,,
2016-07-20,US.MRVL,BUY,76,10.444340189,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-07-22,US.EXC,BUY,42,18.518668189,,SIGNAL,atr_breakout,99.47704480692217,,,100.0,99.65,FULL,,
2016-07-27,US.AAPL,BUY,38,23.436541865,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-07-29,US.GOOG,BUY,27,38.103550301,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-08-10,US.ADBE,BUY,9,100.62,,SIGNAL,atr_breakout,98.3575845380966,,,100.0,98.91,FULL,,
2016-08-12,US.ROST,BUY,20,57.164568094,,SIGNAL,atr_breakout,73.05505487330558,,,100.0,82.04,FULL,,
2016-08-18,US.SNPS,BUY,19,58.5,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-08-24,US.ON,BUY,24,10.71,,SIGNAL,atr_breakout,27.196654241245948,,,100.0,51.46,OBSERVATION,,
2016-08-25,US.ON,BUY,86,11.01,,SIGNAL,atr_breakout,44.49152762945036,,,100.0,62.99,PARTIAL,,
2016-08-25,US.CDNS,BUY,10,25.43,,SIGNAL,atr_breakout,31.47359154911499,,,100.0,54.32,OBSERVATION,,
2016-08-29,US.TTWO,BUY,26,44.17,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.CDNS,45.68
2016-09-12,US.FAST,BUY,47,7.887762426,,SIGNAL,boll_mr,48.91039442675435,,,100.0,65.94,PARTIAL,,
2016-09-12,US.NXPI,BUY,1,73.050675849,,SIGNAL,boll_mr,36.68631202913215,,,100.0,57.79,OBSERVATION,,
2016-09-15,US.LSCC,BUY,153,6.46,,SIGNAL,atr_breakout,56.60475967676166,,,100.0,71.07,PARTIAL,,
2016-09-21,US.ADBE,BUY,12,107.78,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-09-21,US.COHR,BUY,51,23.47,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.NXPI,42.21
2016-09-27,US.STX,BUY,56,25.788427002,,SIGNAL,atr_breakout,94.25837199911383,,,100.0,96.17,FULL,,
2016-09-27,US.AMZN,BUY,32,40.8055,,SIGNAL,atr_breakout,79.65958044683849,,,100.0,86.44,FULL,,
2016-09-29,US.NXPI,BUY,16,84.689795714,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-09-30,US.ROK,BUY,13,102.170940249,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-10-03,US.TSLA,BUY,70,14.2465242,,SIGNAL,atr_breakout,47.998928136653895,,,100.0,65.33,PARTIAL,,
2016-10-06,US.LRCX,BUY,155,8.580855738,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-10-07,US.STM,BUY,147,7.589480427,,SIGNAL,atr_breakout,60.317829700650236,,,100.0,73.55,PARTIAL,,
2016-10-07,US.TSM,BUY,43,23.477438085,,SIGNAL,atr_breakout,44.708767441074386,,,100.0,63.14,PARTIAL,,
2016-10-18,US.GOOG,BUY,10,39.415483308,,SIGNAL,atr_breakout,29.692042238082134,,,100.0,53.13,OBSERVATION,,
2016-10-18,US.GOOGL,BUY,10,40.713483075,,SIGNAL,atr_breakout,15.366492959840444,,,100.0,43.58,OBSERVATION,,
2016-10-19,US.SCCO,BUY,104,17.492732946,,SIGNAL,atr_breakout,88.81518404182371,,,100.0,92.54,FULL,,
2016-10-21,US.META,BUY,12,130.920319291,,SIGNAL,atr_breakout,84.32099564972997,,,100.0,89.55,FULL,,
2016-10-21,US.COHR,BUY,12,26.15,,SIGNAL,atr_breakout,17.191413440757337,,,100.0,44.79,OBSERVATION,,
2016-10-24,US.TMUS,BUY,29,48.9526873,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-10-25,US.AMD,BUY,179,7.5,,SIGNAL,atr_breakout,97.25333970487245,,,100.0,98.17,FULL,,
2016-10-26,US.MDLZ,BUY,9,34.990253266,,SIGNAL,atr_breakout,27.043102419942016,,,100.0,51.36,OBSERVATION,,
2016-10-26,US.KLAC,BUY,48,6.387148923,,SIGNAL,atr_breakout,22.724015019145547,,,100.0,48.48,OBSERVATION,,
2016-10-27,US.STM,BUY,190,7.927399532,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-10-28,US.SMCI,BUY,570,2.44,,SIGNAL,atr_breakout,96.86215207540654,,,100.0,97.91,FULL,,
2016-10-28,US.MDLZ,BUY,26,35.699563176,,SIGNAL,atr_breakout,57.00388444086508,,,100.0,71.34,PARTIAL,,
2016-11-01,US.HWM,BUY,51,18.605892865,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-02,US.ADP,BUY,20,72.737506196,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-02,US.CCJ,BUY,126,7.786225601,,SIGNAL,atr_breakout,41.30096303629356,,,100.0,60.87,PARTIAL,,
2016-11-03,US.LSCC,BUY,173,7.55,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-03,US.TTWO,BUY,24,48.29,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.KLAC,51.52
2016-11-09,US.GILD,BUY,22,55.401991892,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-10,US.PCAR,BUY,49,27.649636813,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-10,US.EMR,BUY,27,44.237426084,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-17,US.AMD,BUY,119,8.46,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-11-17,US.MU,BUY,66,18.706008649,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-12-01,US.ROK,BUY,12,115.273453141,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,,
2016-12-01,US.FANG,BUY,3,84.780816064,,SIGNAL,atr_breakout,33.733219377864756,,,100.0,55.82,OBSERVATION,,
2016-12-01,US.PCAR,BUY,10,29.067100016,,SIGNAL,atr_breakout,29.18728367186551,,,100.0,52.79,OBSERVATION,,
2016-12-06,US.AMD,BUY,103,9.45,,SIGNAL,atr_breakout,49.10985403799076,,,100.0,66.07,PARTIAL,,
2016-12-07,US.WDC,BUY,26,46.270013941,,SIGNAL,atr_breakout,100.0,,,100.0,100.0,FULL,US.PCAR,47.21
2016-12-12,US.EQIX,BUY,3,297.477050452,,SIGNAL,atr_breakout,65.53175660367206,,,100.0,77.02,PARTIAL,,
2016-12-13,US.AEP,BUY,28,42.971591378,,SIGNAL,atr_breakout,56.92077519461052,,,100.0,71.28,PARTIAL,,
